"nr","cod_lmi","cod_lmi_jud","cod_lmi_nat","cod_lmi_grupa","cod_lmi_val","cod_lmi_num","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","latitudine_y","longitudine_x","cota","adresa","observatii_adresa","cod_postal","strada_nume","strada_numar","tip_patrimoniu","program_arhitectura","tip_monument","datare","fotografiat","existent","constructie_noua","stare_generala","observatii","observatii_cc"
1155,"CJ-II-m-B-07643","CJ","II","m","B",7643,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.031088,23.908596,254,"Str. Bobâlna 16",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","înc. sec. XX",,,,"Stare medie",,
1156,"CJ-II-m-B-07644","CJ","II","m","B",7644,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Biserica armeano - catolică ""Solomon""",47.026975,23.910112,254,"Str. Cloșca 7",,405300,,,"Patrimoniu religios","Clădire de cult","Biserică","1723 - 1724",,,,"Stare medie",,
1157,"CJ-II-m-B-07645","CJ","II","m","B",7645,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027364,23.908861,255,"Str. Dragoș Vodă 8",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
1158,"CJ-II-m-B-07646","CJ","II","m","B",7646,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027202,23.90923,254,"Str. Dragoș Vodă 9",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII",,,,"Stare medie",,
1160,"CJ-II-m-B-07648","CJ","II","m","B",7648,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.028592,23.906676,255,"Piața Libertății 10",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1751,,,,"Stare medie",,
1161,"CJ-II-m-B-07649","CJ","II","m","B",7649,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.028705,23.906783,255,"Piața Libertății 11",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
1162,"CJ-II-m-B-07650","CJ","II","m","B",7650,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă, azi farmacie",47.028827,23.906864,255,"Piața Libertății 12",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1747,,,,"Stare medie",,
1163,"CJ-II-m-B-07651","CJ","II","m","B",7651,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.028997,23.906997,255,"Piața Libertății 13",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă","sec. XVIII-XIX",,,,"Stare medie",,
1164,"CJ-II-m-B-07652","CJ","II","m","B",7652,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.028727,23.908712,256,"Str. Mihai Viteazul 2",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1814,,,,"Stare medie",,
1166,"CJ-II-m-B-07654","CJ","II","m","B",7654,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.029297,23.90905,256,"Str. Mihai Viteazul 8",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1760,,,,"Stare medie",,
1167,"CJ-II-m-B-07655","CJ","II","m","B",7655,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.030015,23.90894,256,"Str. Mihai Viteazul 11",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1808,,,,"Stare medie",,
1168,"CJ-II-m-B-07656","CJ","II","m","B",7656,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.029611,23.909228,256,"Str. Mihai Viteazul 12",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1767,,,,"Stare medie",,
1169,"CJ-II-m-B-07657","CJ","II","m","B",7657,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.030289,23.909107,255,"Str. Mihai Viteazul 15",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, co","Locuire civilă",1762,,,,"Stare medie",,
1170,"CJ-II-m-B-07658","CJ","II","m","B",7658,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Cetatea Martinuzzi",47.036295,23.908214,252,"Str. Mureșanu Andrei",,405300,,,"Patrimoniu reprezentativ","Clădiri cu caracter militar (fortificații, cetăți etc.)","Cetate","sec. XVI",,,,"-","Funcționează ca penitenciar. Nu este vizitabilă.",
1171,"CJ-II-m-B-07659","CJ","II","m","B",7659,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.031853,23.912088,252,"Str. Romană 2",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1753,,,,"Stare medie","Clădirile de pe strada Romană au fost renumerotate.",
1172,"CJ-II-m-B-07660","CJ","II","m","B",7660,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casa Balta",47.03211,23.912105,253,"Str. Romană 4",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1786,,,,"Stare medie","Clădirile de pe strada Romană au fost renumerotate.",
1173,"CJ-II-m-B-07661","CJ","II","m","B",7661,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",,,,"Str. Romană 9",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1817,,,,"-","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă.",
1174,"CJ-II-m-B-07662","CJ","II","m","B",7662,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",,,,"Str. Romană 16",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1787,,,,"-","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă.",
1175,"CJ-II-m-B-07663","CJ","II","m","B",7663,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",,,,"Str. Romană 21",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1846,,,,"-","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă.",
1176,"CJ-II-m-B-07664","CJ","II","m","B",7664,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",,,,"Str. Romană 31",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"-","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă.",
1177,"CJ-II-m-B-07665","CJ","II","m","B",7665,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",,,,"Str. Romană 33",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"-","Clădirile de pe strada Romană au fost renumerotate. Obiectivul nu poate fi identificat după adresă.",
1178,"CJ-II-m-B-07666","CJ","II","m","B",7666,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.026019,23.90473,255,"Str. Speranția Theodor 1",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"Stare medie","Clădirea a fost alterată.",
1179,"CJ-II-m-B-07667","CJ","II","m","B",7667,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.026127,23.904397,256,"Str. Speranția Theodor 3",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1777,,,,"Stare medie","Clădirea a fost alterată.",
1180,"CJ-II-m-B-07668","CJ","II","m","B",7668,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casă",47.027183,23.90765,256,"Str. Ștefan cel Mare 3",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1739,,,,"Stare medie",,
1181,"CJ-II-m-B-07669","CJ","II","m","B",7669,127,"CLUJ",55384,"oraș","GHERLA",55393,"GHERLA","Casa parohială a bisericii armeano -catolice",47.026993,23.907529,255,"Str. Ștefan cel Mare 5",,405300,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1761,,,,"Stare medie",,
1016,"CJ-II-m-B-07526","CJ","II","m","B",7526,127,"CLUJ",55384,"oraș","GHERLA",55400,"BĂIȚA","Biserica ""Sf. Arhangheli Mihail și Gavriil""",,,,53,,405301,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"-",,
1288,"CJ-II-m-B-07763","CJ","II","m","B",7763,127,"CLUJ",55384,"oraș","GHERLA",55428,"SILIVAȘ","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.988725,23.867978,306,98,,405303,,,"Patrimoniu religios","Clădire de cult","Biserică",1827,,,,"-",,
1192,"CJ-II-m-A-07679","CJ","II","m","A",7679,127,"CLUJ",55446,"oraș","HUEDIN",55455,"HUEDIN","Biserica reformată",46.864081,23.025708,549,"Piața Republicii",,405400,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII - XIV",,,,"-",,
1190,"CJ-II-m-B-07677","CJ","II","m","B",7677,127,"CLUJ",55446,"oraș","HUEDIN",55455,"HUEDIN","Casa Bogdan",46.861121,23.032218,546,"Str. Clujului 11",,405400,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX",,,,"-","Posibil strada Protopop Aurel Munteanu nr. 11.",
1191,"CJ-II-m-B-07678","CJ","II","m","B",7678,127,"CLUJ",55446,"oraș","HUEDIN",55455,"HUEDIN","Conacul Barcsay, azi școală",46.857871,23.025836,556,"Str. Iancu Avram 41",,405400,,,"Patrimoniu domestic urban","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII",,,,"-",,
1022,"CJ-II-m-B-07532","CJ","II","m","B",7532,127,"CLUJ",55446,"oraș","HUEDIN",55464,"BICĂLATU","Biserica reformată",46.879295,23.052751,447,73,,405401,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"Stare medie",,
1000,"CJ-II-m-B-07509","CJ","II","m","B",7509,127,"CLUJ",55473,"comună","AGHIREȘU",55482,"AGHIREȘU","Biserica reformată",46.869388,23.242684,467,30,,407005,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII -XV",,,,"Stare medie",,
1001,"CJ-II-m-B-07510","CJ","II","m","B",7510,127,"CLUJ",55473,"comună","AGHIREȘU",55482,"AGHIREȘU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.873087,23.239547,452,157,,407005,,,"Patrimoniu religios","Clădire de cult","Biserică",1780,,,,"Stare bună",,
1002,"CJ-II-m-B-07511","CJ","II","m","B",7511,127,"CLUJ",55473,"comună","AGHIREȘU",55482,"AGHIREȘU","Ruinele castelului Bocskay",46.870227,23.237363,457,367,,407005,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Castel",1572,,,,"Colaps",,
1003,"CJ-II-m-B-07512","CJ","II","m","B",7512,127,"CLUJ",55473,"comună","AGHIREȘU",55491,"AGHIREȘU-FABRICI","Biserica de lemn ""Nașterea Maicii Domnului""",46.871715,23.276545,450,284,,407010,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
1015,"CJ-II-m-B-07525","CJ","II","m","B",7525,127,"CLUJ",55473,"comună","AGHIREȘU",55516,"BĂGARA","Biserica reformată",46.86453,23.300245,437,158,,407007,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
1095,"CJ-II-m-B-07590","CJ","II","m","B",7590,127,"CLUJ",55473,"comună","AGHIREȘU",55525,"DÂNCU","Biserica de lemn ""învierea Domnului""",46.908893,23.225276,382,127,,407008,,,"Patrimoniu religios","Clădire de cult","Biserică",1740,,,,"-",,
1114,"CJ-II-a-B-07607","CJ","II","a","B",7607,127,"CLUJ",55473,"comună","AGHIREȘU",55534,"DOROLȚU","Ansamblul bisericii reformate",46.859326,23.30015,435,45,,407009,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV-XIX",,,,"Stare medie",,
1115,"CJ-II-m-B-07607.01","CJ","II","m","B",7607.01,127,"CLUJ",55473,"comună","AGHIREȘU",55534,"DOROLȚU","Biserica reformată",46.859303,23.30056,435,45,,407009,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIV-XVII",,,,"Stare medie",,
1116,"CJ-II-m-B-07607.02","CJ","II","m","B",7607.02,127,"CLUJ",55473,"comună","AGHIREȘU",55534,"DOROLȚU","Clopotnița bisericii reformate",,,435,45,,407009,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XIX",,,,"-",,
1214,"CJ-II-m-B-07699","CJ","II","m","B",7699,127,"CLUJ",55473,"comună","AGHIREȘU",55561,"MACĂU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",,,,60,,407013,,,"Patrimoniu religios","Clădire de cult","Biserică",1730,,,,"-","Posibil colaps.",
1305,"CJ-II-m-B-07780","CJ","II","m","B",7780,127,"CLUJ",55473,"comună","AGHIREȘU",55570,"TICU","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.909167,23.243374,413,14,,407014,,,"Patrimoniu religios","Clădire de cult","Biserică",1641,,,,"-","Posibil alterată puternic.",
1306,"CJ-II-m-B-07781","CJ","II","m","B",7781,127,"CLUJ",55473,"comună","AGHIREȘU",55589,"TICU-COLONIE","Biserica de lemn ""Sf. Varvara""",46.920788,23.232973,418,78,,407016,,,"Patrimoniu religios","Clădire de cult","Biserică",1735,,,,"-",,
1004,"CJ-II-m-B-07513","CJ","II","m","B",7513,127,"CLUJ",55598,"comună","AITON",55605,"AITON","Biserică de lemn",,,,16,,407025,,,"Patrimoniu religios","Clădire de cult","Biserică",1711,,,,"-",,
1005,"CJ-II-m-B-07515","CJ","II","m","B",7515,127,"CLUJ",55598,"comună","AITON",55605,"AITON","Biserica reformată",46.681456,23.736947,617,161,,407025,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII-XIX",,,,"-",,
1006,"CJ-II-m-B-07516","CJ","II","m","B",7516,127,"CLUJ",55623,"comună","ALUNIȘ",55632,"ALUNIȘ","Biserica reformată",47.042471,23.747264,338,128,,407030,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVII",,,,"Pre-colaps",,
1081,"CJ-II-m-B-07578","CJ","II","m","B",7578,127,"CLUJ",55623,"comună","ALUNIȘ",55641,"CORNENI","Conacul Schilling",47.073456,23.734991,391,,,407031,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII-XIX",,,,"Stare bună","Sat Corneni, comuna Aluniș. Funcționează ca locuință. Nu este vizitabil.",
1182,"CJ-II-m-B-07670","CJ","II","m","B",7670,127,"CLUJ",55623,"comună","ALUNIȘ",55650,"GHIROLT","Biserica reformată",47.037329,23.784667,333,,,407032,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVI",,,,"Stare medie",,
1263,"CJ-II-m-B-07740","CJ","II","m","B",7740,127,"CLUJ",55623,"comună","ALUNIȘ",55669,"PRUNENI","Biserica de lemn ""înălțarea Sf. Cruci""",47.044624,23.713578,436,42,,407033,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare medie",,
1008,"CJ-II-m-B-07518","CJ","II","m","B",7518,127,"CLUJ",55687,"comună","APAHIDA",55696,"APAHIDA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",46.807409,23.75382,302,"Str. Crișan 14",,407035,,,"Patrimoniu religios","Clădire de cult","Biserică",1806,,,,"Stare bună",,
1009,"CJ-II-m-B-07519","CJ","II","m","B",7519,127,"CLUJ",55776,"comună","AȘCHILEU",55785,"AȘCHILEU MARE","Biserica de lemn ""Sf. îngeri""",46.982389,23.489644,387,176,,407046,,,"Patrimoniu religios","Clădire de cult","Biserică",1825,,,,"Stare medie",,
1010,"CJ-II-m-B-07520","CJ","II","m","B",7520,127,"CLUJ",55776,"comună","AȘCHILEU",55794,"AȘCHILEU MIC","Biserica de lemn ""Sf. îngeri""",46.985905,23.436817,410,41,,407047,,,"Patrimoniu religios","Clădire de cult","Biserică",1801,,,,"Stare bună",,
1084,"CJ-II-m-B-07581","CJ","II","m","B",7581,127,"CLUJ",55838,"comună","BACIU",55856,"CORUȘU","Casă parohială",46.847455,23.506927,457,220,,407056,,,"Patrimoniu religios","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII",,,,"Stare medie","Locație probabilă. Posibil puternic alterat.",
1226,"CJ-II-m-B-07708","CJ","II","m","B",7708,127,"CLUJ",55838,"comună","BACIU",55865,"MERA","Biserica reformată",46.814746,23.453255,409,301,,407057,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XVIII",,,,"Stare bună",,
1262,"CJ-II-m-B-07739","CJ","II","m","B",7739,127,"CLUJ",55838,"comună","BACIU",55874,"POPEȘTI","Conacul Bornemisza - Matskassy",46.824252,23.532285,514,155,,407058,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac",1804,,,,"Stare medie","Proprietate privată.",
1274,"CJ-II-m-B-07749","CJ","II","m","B",7749,127,"CLUJ",55838,"comună","BACIU",55892,"SĂLIȘTEA NOUĂ","Biserica de lemn ""Nașterea Sf. Ioan Botezătorul""",46.872419,23.490148,478,"52A",,407061,,,"Patrimoniu religios","Clădire de cult","Biserică",1750,,,,"-",,
1297,"CJ-II-m-B-07772","CJ","II","m","B",7772,127,"CLUJ",55838,"comună","BACIU",55909,"SUCEAGU","Biserica reformată",46.782775,23.461812,437,307,,407062,,,"Patrimoniu religios","Clădire de cult","Biserică","1747 -1749",,,,"-",,
1271,"CJ-II-m-B-07746","CJ","II","m","B",7746,127,"CLUJ",55918,"comună","BĂIȘOARA",56005,"SĂCEL (LITEA)","Ruinele cetății Lita",46.608369,23.426819,740,,,407074,,,"Patrimoniu reprezentativ","Clădiri cu caracter militar (fortificații, cetăți etc.)","Cetate","sec. XIII -XV",,,,"Colaps","Accesibilitate dificilă. Lipsă indicatoare și marcaje.",
1085,"CJ-II-m-B-07582","CJ","II","m","B",7582,127,"CLUJ",56096,"comună","BOBÂLNA",56149,"CREMENEA","Biserica de lemn ""Sf. Arhangheli Mihail și Gavriil""",47.144136,23.723034,279,32,,407089,,,"Patrimoniu religios","Clădire de cult","Biserică",1677,,,,"Stare medie",,
1024,"CJ-II-a-A-07534","CJ","II","a","A",7534,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Castelul Banffy",46.910298,23.810976,,"152-154",,407105,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, co","Castel","1652, amplif. 1750 -1850",,,,"-",,
1025,"CJ-II-m-A-07534.01","CJ","II","m","A",7534.01,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Corpul 1 al castelului",46.910492,23.81018,277,"152-154",,407105,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, co","Castel","1652, amplif. 1750 -1850",,,,"Stare medie",,
1026,"CJ-II-m-A-07534.02","CJ","II","m","A",7534.02,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Corpul 2 al castelului",46.909775,23.810009,277,"152-154",,407105,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, co","Castel","1652, amplif. 1750 -1850",,,,"Stare medie",,
1027,"CJ-II-m-A-07534.03","CJ","II","m","A",7534.03,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Corpul 3 al castelului",46.90994,23.810688,278,"152-154",,407105,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, co","Castel","sec. XVI",,,,"Stare foarte bună",,
1028,"CJ-II-m-A-07534.04","CJ","II","m","A",7534.04,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Moară",46.910767,23.811704,277,"152-154",,407105,,,"Patrimoniu preindustrial prelucrător",,"Moară","înc. sec. XIX",,,,"Stare medie",,
1031,"CJ-II-m-A-07534.07","CJ","II","m","A",7534.07,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Zidul de incintă al parcului castelului",46.91068,23.811319,277,"152-154",,407105,,,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement (parc, grădină, scuar ș.a.)","Zid de incintă",1952,,,,"Pre-colaps",,
1030,"CJ-II-s-A-07534.06","CJ","II","s","A",7534.06,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Parcul",46.909875,23.807984,277,"152-154",,407105,,,"Patrimoniu reprezentativ","Amenajare peisajeră-agrement (parc, grădină, scuar ș.a.)",,"sec. XVIII",,,,"Stare medie",,
1266,"CJ-II-a-A-07742","CJ","II","a","A",7742,127,"CLUJ",56210,"comună","BONȚIDA",56247,"RăSCRUCI","Castelul Banffy, azi Școala ajutătoare",46.906491,23.773884,284,"Str. Principală 484",,407107,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, co","Castel","sec. XVIII",,,,"-",,
1267,"CJ-II-m-A-07742.01","CJ","II","m","A",7742.01,127,"CLUJ",56210,"comună","BONȚIDA",56247,"RăSCRUCI","Corp clădire castel",46.906494,23.774284,284,"Str. Principală 484",,407107,,,"Patrimoniu reprezentativ","Clădire de locuit (unifamilială, co","Castel","sec. XVIII",,,,"Stare medie",,
1032,"CJ-II-a-B-07535","CJ","II","a","B",7535,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Ansamblul bisericii reformate",46.910105,23.812472,279,265,,407105,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare medie",,
1029,"CJ-II-m-B-07534.05","CJ","II","m","B",7534.05,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Grânarele",,,,"152-154",,407105,,,"Patrimoniu preindustrial prelucrător",,,"sec. XIX",,,,"-",,
1033,"CJ-II-m-B-07535.01","CJ","II","m","B",7535.01,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Biserica reformată",46.909959,23.812483,279,265,,407105,,,"Patrimoniu religios","Clădire de cult","Biserică","sec. XIII",,,,"Stare medie",,
1034,"CJ-II-m-B-07535.02","CJ","II","m","B",7535.02,127,"CLUJ",56210,"comună","BONȚIDA",56229,"BONȚIDA","Clopotniță de lemn a bisericii reformate",46.910116,23.812725,279,265,,407105,,,"Patrimoniu religios","Clădire de cult","Turn-clopotniță","sec. XVIII-XIX",,,,"Stare medie",,
1075,"CJ-II-m-B-07572","CJ","II","m","B",7572,127,"CLUJ",56210,"comună","BONȚIDA",56229,"COASTA","Conacul Dujardin, azi școală generală",46.883999,23.898566,313,120,,407106,,,"Patrimoniu domestic rural","Clădire de locuit (unifamilială, colectivă ș.a.)","Conac","sec. XVIII-XIX",,,,"Pre-colaps",,
